seq	abundance	similarity
M00967_43_000000000-A3JHG_1_1111_10203_9577	1	984
M00967_43_000000000-A3JHG_1_1114_6989_12044	2	49
M00967_43_000000000-A3JHG_1_1112_10124_4953	1	36
M00967_43_000000000-A3JHG_1_1110_10158_24242	1	47
M00967_43_000000000-A3JHG_1_1113_5402_11833	12	1448
M00967_43_000000000-A3JHG_1_1108_15910_3793	1	196
M00967_43_000000000-A3JHG_1_1104_15900_2967	1	989
M00967_43_000000000-A3JHG_1_1110_27799_13891	1	111
M00967_43_000000000-A3JHG_1_1107_20998_7253	1	75
M00967_43_000000000-A3JHG_1_2110_21876_11078	1	54
M00967_43_000000000-A3JHG_1_2110_12857_22797	1	149
M00967_43_000000000-A3JHG_1_1102_7031_21815	2	35
M00967_43_000000000-A3JHG_1_1110_5707_10768	1	144
M00967_43_000000000-A3JHG_1_2114_9107_23971	1	20
M00967_43_000000000-A3JHG_1_2114_5393_10529	1	45
M00967_43_000000000-A3JHG_1_1107_18277_20310	1	38
M00967_43_000000000-A3JHG_1_2112_11528_12465	1	54
M00967_43_000000000-A3JHG_1_1113_28777_17809	1	461
M00967_43_000000000-A3JHG_1_2107_20315_7473	1	77
M00967_43_000000000-A3JHG_1_1107_18944_6629	1	393
M00967_43_000000000-A3JHG_1_1105_22229_17971	1	1420
M00967_43_000000000-A3JHG_1_1111_13104_22384	1	280
M00967_43_000000000-A3JHG_1_1102_18905_19184	1	79
M00967_43_000000000-A3JHG_1_1107_21073_15432	1	1457
M00967_43_000000000-A3JHG_1_1112_8784_16266	1	24
M00967_43_000000000-A3JHG_1_2108_9555_19458	1	42
M00967_43_000000000-A3JHG_1_1111_13656_8918	1	67
M00967_43_000000000-A3JHG_1_1110_19611_16039	1	1442
M00967_43_000000000-A3JHG_1_2113_5498_15064	1	52
M00967_43_000000000-A3JHG_1_1102_11957_10617	1	1212
M00967_43_000000000-A3JHG_1_1113_13133_23648	1	480
M00967_43_000000000-A3JHG_1_2109_28641_17174	1	31
M00967_43_000000000-A3JHG_1_1108_8285_21797	454	79
M00967_43_000000000-A3JHG_1_1106_7868_21205	1	987
M00967_43_000000000-A3JHG_1_1101_19670_19701	2	598
M00967_43_000000000-A3JHG_1_2110_8679_20138	1	76
M00967_43_000000000-A3JHG_1_2105_12109_28333	1	953
M00967_43_000000000-A3JHG_1_2112_12971_2913	1	801
M00967_43_000000000-A3JHG_1_2104_28049_13091	1	51
M00967_43_000000000-A3JHG_1_2102_15198_9937	1	17
M00967_43_000000000-A3JHG_1_1108_15968_11315	1	35
M00967_43_000000000-A3JHG_1_2104_21286_27869	1	0
M00967_43_000000000-A3JHG_1_2102_27865_15837	11	91
M00967_43_000000000-A3JHG_1_1101_18143_13375	1880	189
M00967_43_000000000-A3JHG_1_1107_8348_18713	1	1413
M00967_43_000000000-A3JHG_1_2110_21200_25984	2	761
M00967_43_000000000-A3JHG_1_1110_16114_3538	3	1111
M00967_43_000000000-A3JHG_1_2113_26295_16891	8	141
M00967_43_000000000-A3JHG_1_1102_3936_20419	1	173
M00967_43_000000000-A3JHG_1_1107_19239_8643	2	56
M00967_43_000000000-A3JHG_1_2112_25728_15377	1	79
M00967_43_000000000-A3JHG_1_2113_14630_3425	1	821
M00967_43_000000000-A3JHG_1_2106_12691_12686	1	343
M00967_43_000000000-A3JHG_1_2107_13352_6676	1	1534
M00967_43_000000000-A3JHG_1_1106_24211_17835	1	24
M00967_43_000000000-A3JHG_1_1113_11068_23074	1	47
M00967_43_000000000-A3JHG_1_1101_18468_17306	1	296
M00967_43_000000000-A3JHG_1_2101_14526_12254	1	104
M00967_43_000000000-A3JHG_1_1112_7682_19761	1	4
M00967_43_000000000-A3JHG_1_2101_23627_11190	1	17
M00967_43_000000000-A3JHG_1_1104_26225_17523	1	27
M00967_43_000000000-A3JHG_1_1103_12066_16109	1	113
M00967_43_000000000-A3JHG_1_1105_7825_21410	1	53
M00967_43_000000000-A3JHG_1_1114_18226_7201	2	54
M00967_43_000000000-A3JHG_1_2108_23431_19598	1	217
M00967_43_000000000-A3JHG_1_2102_17847_20071	1	377
M00967_43_000000000-A3JHG_1_1109_16029_24626	1	97
M00967_43_000000000-A3JHG_1_2110_13580_26935	1	0
M00967_43_000000000-A3JHG_1_1107_19464_4193	2	1283
M00967_43_000000000-A3JHG_1_1107_15105_3593	1	1086
M00967_43_000000000-A3JHG_1_1112_12708_10651	1	844
M00967_43_000000000-A3JHG_1_1111_23745_26105	1	1407
M00967_43_000000000-A3JHG_1_2112_10156_21539	1	1511
M00967_43_000000000-A3JHG_1_1104_13554_4367	1	211
M00967_43_000000000-A3JHG_1_2111_14975_9657	1	34
M00967_43_000000000-A3JHG_1_2108_23087_9841	1	302
M00967_43_000000000-A3JHG_1_2114_17458_11577	2	22
M00967_43_000000000-A3JHG_1_2109_25389_17533	1	775
M00967_43_000000000-A3JHG_1_1113_15178_26606	1	182
M00967_43_000000000-A3JHG_1_1111_18378_4377	1	879
M00967_43_000000000-A3JHG_1_1114_27916_10109	1	1274
M00967_43_000000000-A3JHG_1_2113_6721_20524	1	74
M00967_43_000000000-A3JHG_1_2103_22911_15823	1	422
M00967_43_000000000-A3JHG_1_2113_26520_8627	1	6
M00967_43_000000000-A3JHG_1_2105_10677_5059	1	1399
M00967_43_000000000-A3JHG_1_1111_13731_19231	1	15
M00967_43_000000000-A3JHG_1_1109_3731_11473	1	1426
M00967_43_000000000-A3JHG_1_1105_24484_9738	1	1442
M00967_43_000000000-A3JHG_1_1109_11220_17589	4	38
M00967_43_000000000-A3JHG_1_2109_25421_15369	1	141
M00967_43_000000000-A3JHG_1_1102_9573_20088	1	81
M00967_43_000000000-A3JHG_1_2111_18657_10651	5	1090
M00967_43_000000000-A3JHG_1_1110_2909_17837	4	86
M00967_43_000000000-A3JHG_1_2109_25142_9734	1	94
M00967_43_000000000-A3JHG_1_1112_18215_25143	1	155
M00967_43_000000000-A3JHG_1_2110_5187_18269	1	210
M00967_43_000000000-A3JHG_1_1111_20443_8111	1	55
M00967_43_000000000-A3JHG_1_1106_12214_11453	1	83
M00967_43_000000000-A3JHG_1_1111_7289_22032	1	36
M00967_43_000000000-A3JHG_1_1107_22411_9766	1	738
M00967_43_000000000-A3JHG_1_1112_12957_12324	1	20
M00967_43_000000000-A3JHG_1_2109_10691_17864	1	245
M00967_43_000000000-A3JHG_1_1111_10591_8256	4	261
M00967_43_000000000-A3JHG_1_2110_26917_10822	4	1207
M00967_43_000000000-A3JHG_1_1108_13896_22394	1	18
M00967_43_000000000-A3JHG_1_2113_26178_20616	1	851
M00967_43_000000000-A3JHG_1_2103_11449_19044	1	506
M00967_43_000000000-A3JHG_1_1113_21405_18478	1	1085
M00967_43_000000000-A3JHG_1_1108_25788_22499	1	100
M00967_43_000000000-A3JHG_1_2111_8004_16360	2	1420
M00967_43_000000000-A3JHG_1_1104_9049_5349	1	23
M00967_43_000000000-A3JHG_1_1110_24553_21025	1	24
M00967_43_000000000-A3JHG_1_1105_20211_26816	1	1152
M00967_43_000000000-A3JHG_1_1112_26189_6033	3	121
M00967_43_000000000-A3JHG_1_2107_15826_19078	1	53
M00967_43_000000000-A3JHG_1_1107_19191_16930	1	1071
M00967_43_000000000-A3JHG_1_2113_19757_26361	1	1129
M00967_43_000000000-A3JHG_1_2107_10615_4263	1	1436
M00967_43_000000000-A3JHG_1_2104_20909_9906	1	1457
M00967_43_000000000-A3JHG_1_2101_22472_15375	6	47
M00967_43_000000000-A3JHG_1_1104_27270_10834	2	33
M00967_43_000000000-A3JHG_1_2103_15521_5561	1	478
M00967_43_000000000-A3JHG_1_2107_25852_7726	1	38
M00967_43_000000000-A3JHG_1_1112_20640_5980	1	574
M00967_43_000000000-A3JHG_1_1114_10454_24760	1	25
M00967_43_000000000-A3JHG_1_1114_17281_4476	1	42
M00967_43_000000000-A3JHG_1_1112_15051_1614	1	953
M00967_43_000000000-A3JHG_1_2106_13483_17285	1	114
M00967_43_000000000-A3JHG_1_2104_19114_18718	1	1123
M00967_43_000000000-A3JHG_1_2110_22353_10851	1	91
M00967_43_000000000-A3JHG_1_1108_12013_8331	1	192
M00967_43_000000000-A3JHG_1_2101_13095_2914	1	1396
M00967_43_000000000-A3JHG_1_1113_17429_2329	1	419
M00967_43_000000000-A3JHG_1_1103_19946_2531	1	53
M00967_43_000000000-A3JHG_1_2114_18681_27189	1	26
M00967_43_000000000-A3JHG_1_2112_10054_19820	2	1095
M00967_43_000000000-A3JHG_1_1114_7348_10483	1	41
M00967_43_000000000-A3JHG_1_2102_11806_14205	5	76
M00967_43_000000000-A3JHG_1_2107_19541_27034	1	830
M00967_43_000000000-A3JHG_1_1106_9827_15211	1	6
M00967_43_000000000-A3JHG_1_1107_26092_13244	1	49
M00967_43_000000000-A3JHG_1_2102_23442_15736	1	49
M00967_43_000000000-A3JHG_1_1104_15507_8918	1	29
M00967_43_000000000-A3JHG_1_1104_20993_2865	2	47
M00967_43_000000000-A3JHG_1_1113_26550_12134	1	87
M00967_43_000000000-A3JHG_1_1104_6564_21299	1	61
M00967_43_000000000-A3JHG_1_1111_16546_24651	1	984
M00967_43_000000000-A3JHG_1_2106_18949_22964	2	937
M00967_43_000000000-A3JHG_1_1114_8328_23341	1	246
M00967_43_000000000-A3JHG_1_1111_25240_10420	1	711
M00967_43_000000000-A3JHG_1_1104_9811_7770	2	89
M00967_43_000000000-A3JHG_1_1108_18809_2484	1	1528
M00967_43_000000000-A3JHG_1_2111_16913_12411	1	46
M00967_43_000000000-A3JHG_1_1105_26266_17477	1	122
M00967_43_000000000-A3JHG_1_2101_22791_24231	1	25
M00967_43_000000000-A3JHG_1_2112_17209_8533	1	388
M00967_43_000000000-A3JHG_1_2111_24951_21588	3	81
M00967_43_000000000-A3JHG_1_2103_26680_23525	5	78
M00967_43_000000000-A3JHG_1_1113_8658_21411	2	81
M00967_43_000000000-A3JHG_1_2114_22727_7613	1	1417
M00967_43_000000000-A3JHG_1_2105_9320_6844	1	738
M00967_43_000000000-A3JHG_1_2104_4833_12921	1	136
M00967_43_000000000-A3JHG_1_1109_11664_17823	1	20
M00967_43_000000000-A3JHG_1_2107_12900_8263	1	180
M00967_43_000000000-A3JHG_1_2114_5335_19818	1	6
M00967_43_000000000-A3JHG_1_1112_8628_24498	1	47
M00967_43_000000000-A3JHG_1_1101_10211_6701	1	941
M00967_43_000000000-A3JHG_1_1110_24621_18773	7	51
M00967_43_000000000-A3JHG_1_2110_26736_21799	1	417
M00967_43_000000000-A3JHG_1_2112_16764_20049	1	377
M00967_43_000000000-A3JHG_1_1113_13327_14310	1	21
M00967_43_000000000-A3JHG_1_1112_15269_16522	5	1507
M00967_43_000000000-A3JHG_1_1113_28944_14360	1	27
M00967_43_000000000-A3JHG_1_2107_11536_19283	1	1427
M00967_43_000000000-A3JHG_1_2104_19438_10868	1	67
M00967_43_000000000-A3JHG_1_2104_15957_17941	1	1191
M00967_43_000000000-A3JHG_1_2102_18010_20325	1	172
M00967_43_000000000-A3JHG_1_2111_13458_20227	5	1249
M00967_43_000000000-A3JHG_1_1106_13177_23771	1	98
M00967_43_000000000-A3JHG_1_2112_11880_16521	2	164
M00967_43_000000000-A3JHG_1_2105_20069_10724	1	126
M00967_43_000000000-A3JHG_1_1106_12109_24410	1	0
M00967_43_000000000-A3JHG_1_1105_14802_10882	1	49
M00967_43_000000000-A3JHG_1_2101_15074_25513	1	1170
M00967_43_000000000-A3JHG_1_1101_13488_3340	7146	119
M00967_43_000000000-A3JHG_1_2105_9593_3819	1	882
M00967_43_000000000-A3JHG_1_2105_26486_17332	1	958
M00967_43_000000000-A3JHG_1_2102_26214_23057	1	174
M00967_43_000000000-A3JHG_1_1114_25701_14855	1	865
M00967_43_000000000-A3JHG_1_1105_8015_5610	1	818
M00967_43_000000000-A3JHG_1_1112_14354_25830	1	122
M00967_43_000000000-A3JHG_1_2102_21611_25246	1	984
M00967_43_000000000-A3JHG_1_2105_19100_11778	1	80
M00967_43_000000000-A3JHG_1_1106_11341_20804	1	222
M00967_43_000000000-A3JHG_1_1111_27453_9672	1	1157
M00967_43_000000000-A3JHG_1_1108_16933_27828	1	131
M00967_43_000000000-A3JHG_1_1108_5678_20156	1	179
M00967_43_000000000-A3JHG_1_1106_18044_17587	1	32
M00967_43_000000000-A3JHG_1_2102_19628_7862	1	47
M00967_43_000000000-A3JHG_1_1102_11450_24679	1	131
M00967_43_000000000-A3JHG_1_1105_16499_26918	1	805
M00967_43_000000000-A3JHG_1_1111_3533_12048	1	185
M00967_43_000000000-A3JHG_1_2114_7018_17909	1	1279
M00967_43_000000000-A3JHG_1_2113_13899_2535	3	51
M00967_43_000000000-A3JHG_1_2110_16249_21113	1	43
M00967_43_000000000-A3JHG_1_1113_5393_8875	1	303
M00967_43_000000000-A3JHG_1_1102_15281_20270	1	8
M00967_43_000000000-A3JHG_1_2110_10728_10446	1	1272
M00967_43_000000000-A3JHG_1_1107_16849_5588	1	11
M00967_43_000000000-A3JHG_1_2103_23920_25362	1	114
M00967_43_000000000-A3JHG_1_1103_14710_3222	1	152
M00967_43_000000000-A3JHG_1_1108_19904_25551	1	922
M00967_43_000000000-A3JHG_1_2113_25021_15667	1	396
M00967_43_000000000-A3JHG_1_2106_18167_10786	1	34
M00967_43_000000000-A3JHG_1_2106_10065_13716	1	85
M00967_43_000000000-A3JHG_1_1108_6412_22885	1	82
M00967_43_000000000-A3JHG_1_1106_10372_7263	2	227
M00967_43_000000000-A3JHG_1_1108_20113_18607	1	113
M00967_43_000000000-A3JHG_1_1102_24464_8619	1	48
M00967_43_000000000-A3JHG_1_2112_8285_3773	1	174
M00967_43_000000000-A3JHG_1_2114_11756_14887	1	32
M00967_43_000000000-A3JHG_1_1113_16813_20294	3	56
M00967_43_000000000-A3JHG_1_2114_13043_3503	1	1
M00967_43_000000000-A3JHG_1_2107_18745_4905	1	127
M00967_43_000000000-A3JHG_1_1109_9240_9897	1	97
M00967_43_000000000-A3JHG_1_1111_5314_16073	1	12
M00967_43_000000000-A3JHG_1_2103_3394_12224	1	37
M00967_43_000000000-A3JHG_1_2109_12046_24049	1	692
M00967_43_000000000-A3JHG_1_2104_25435_19871	1	824
M00967_43_000000000-A3JHG_1_1107_19084_21192	1	43
M00967_43_000000000-A3JHG_1_1113_18654_22478	1	542
M00967_43_000000000-A3JHG_1_2104_21142_21460	1	0
M00967_43_000000000-A3JHG_1_1104_17115_15437	1	242
M00967_43_000000000-A3JHG_1_2105_23761_26005	3	557
M00967_43_000000000-A3JHG_1_1112_4868_17394	1	922
M00967_43_000000000-A3JHG_1_1104_8319_6115	1	916
M00967_43_000000000-A3JHG_1_1106_25103_15981	1	128
M00967_43_000000000-A3JHG_1_1101_16198_3056	2	1088
M00967_43_000000000-A3JHG_1_2111_12650_15103	79	894
M00967_43_000000000-A3JHG_1_1106_17773_19621	1	1283
M00967_43_000000000-A3JHG_1_1112_22086_23326	4	178
M00967_43_000000000-A3JHG_1_2113_7617_17390	1	68
M00967_43_000000000-A3JHG_1_1114_6229_5326	1	83
M00967_43_000000000-A3JHG_1_1103_11631_27615	1	89
M00967_43_000000000-A3JHG_1_2106_13934_7773	1	1457
M00967_43_000000000-A3JHG_1_1111_17761_3889	4	149
M00967_43_000000000-A3JHG_1_2111_13144_8090	3	918
M00967_43_000000000-A3JHG_1_1113_17869_6966	1	75
M00967_43_000000000-A3JHG_1_2108_19338_4686	1	1083
M00967_43_000000000-A3JHG_1_2108_20055_23804	1	568
M00967_43_000000000-A3JHG_1_2106_27055_17991	1	26
M00967_43_000000000-A3JHG_1_2113_16387_3460	1	12
M00967_43_000000000-A3JHG_1_2101_16205_23916	1	1402
M00967_43_000000000-A3JHG_1_1111_22880_19631	1	105
M00967_43_000000000-A3JHG_1_1110_14217_6293	1	13
M00967_43_000000000-A3JHG_1_1101_18111_8775	1	1420
M00967_43_000000000-A3JHG_1_1101_19543_3954	1	726
M00967_43_000000000-A3JHG_1_1111_23683_24339	1	24
M00967_43_000000000-A3JHG_1_2102_21094_21801	1	24
M00967_43_000000000-A3JHG_1_2104_18024_12786	1	688
M00967_43_000000000-A3JHG_1_2111_10739_15857	1	1
M00967_43_000000000-A3JHG_1_1112_8531_8861	1	43
M00967_43_000000000-A3JHG_1_2111_14205_7613	1	734
M00967_43_000000000-A3JHG_1_2108_9054_10317	1	17
M00967_43_000000000-A3JHG_1_1114_21834_16035	1	547
M00967_43_000000000-A3JHG_1_1104_15950_3957	1	40
M00967_43_000000000-A3JHG_1_1106_25610_8753	3	78
M00967_43_000000000-A3JHG_1_2113_18314_11581	1	285
M00967_43_000000000-A3JHG_1_2101_18846_16279	1	992
M00967_43_000000000-A3JHG_1_2101_11333_4372	1	75
M00967_43_000000000-A3JHG_1_2103_20279_16119	1	21
M00967_43_000000000-A3JHG_1_1110_16562_1632	1	777
M00967_43_000000000-A3JHG_1_2101_4990_16133	1	94
M00967_43_000000000-A3JHG_1_2105_27992_14481	2	89
M00967_43_000000000-A3JHG_1_1110_19567_15589	1	1421
M00967_43_000000000-A3JHG_1_1102_3979_19843	1	1395
M00967_43_000000000-A3JHG_1_1108_19045_10543	2	101
M00967_43_000000000-A3JHG_1_1109_3722_13987	2	27
M00967_43_000000000-A3JHG_1_1101_23073_11913	56	92
M00967_43_000000000-A3JHG_1_1109_22348_14841	1	54
M00967_43_000000000-A3JHG_1_1105_17178_7345	1	95
M00967_43_000000000-A3JHG_1_1112_27099_19442	1	46
M00967_43_000000000-A3JHG_1_1108_7085_8264	1	1474
M00967_43_000000000-A3JHG_1_1104_22932_14571	1	4
M00967_43_000000000-A3JHG_1_2105_8423_14354	2	387
M00967_43_000000000-A3JHG_1_1101_27267_22465	1	52
M00967_43_000000000-A3JHG_1_2113_5251_10719	1	195
M00967_43_000000000-A3JHG_1_1102_20497_4453	1	39
M00967_43_000000000-A3JHG_1_1111_8699_23041	1	269
M00967_43_000000000-A3JHG_1_1109_5209_10177	1	71
M00967_43_000000000-A3JHG_1_1109_11413_16040	1	30
M00967_43_000000000-A3JHG_1_2102_10681_7037	1	22
M00967_43_000000000-A3JHG_1_2110_7005_20825	1	64
M00967_43_000000000-A3JHG_1_2105_13324_3918	1	728
M00967_43_000000000-A3JHG_1_2108_7004_16953	1	236
M00967_43_000000000-A3JHG_1_1101_12706_10397	1	0
M00967_43_000000000-A3JHG_1_2106_12676_6862	1	416
M00967_43_000000000-A3JHG_1_2109_5221_7424	1	60
M00967_43_000000000-A3JHG_1_1111_7617_16100	1	1400
M00967_43_000000000-A3JHG_1_2106_22583_22661	1	45
M00967_43_000000000-A3JHG_1_2113_16583_15166	1	674
M00967_43_000000000-A3JHG_1_2101_13532_22532	1	36
M00967_43_000000000-A3JHG_1_1111_15533_10636	1	6
M00967_43_000000000-A3JHG_1_2109_9416_24199	1	312
M00967_43_000000000-A3JHG_1_1110_20095_8247	1	159
M00967_43_000000000-A3JHG_1_2110_18127_8530	1	1154
M00967_43_000000000-A3JHG_1_2103_15013_7677	1	1
M00967_43_000000000-A3JHG_1_1103_16737_8056	1	12
M00967_43_000000000-A3JHG_1_2108_15451_15000	1	1067
M00967_43_000000000-A3JHG_1_2101_19240_20635	7	67
M00967_43_000000000-A3JHG_1_2107_22383_11629	1	1386
M00967_43_000000000-A3JHG_1_1106_12867_4666	1	52
M00967_43_000000000-A3JHG_1_1113_10180_6416	1	224
M00967_43_000000000-A3JHG_1_2105_17955_25267	1	102
M00967_43_000000000-A3JHG_1_2111_13058_6947	1	19
M00967_43_000000000-A3JHG_1_2106_14400_8333	1	516
M00967_43_000000000-A3JHG_1_1112_16923_21328	1	34
M00967_43_000000000-A3JHG_1_1113_18698_12179	1	21
M00967_43_000000000-A3JHG_1_1107_5253_15092	1	643
M00967_43_000000000-A3JHG_1_1111_21053_8520	1	590
M00967_43_000000000-A3JHG_1_2106_20103_18803	1	23
M00967_43_000000000-A3JHG_1_1111_15726_19233	1	1439
M00967_43_000000000-A3JHG_1_2103_19445_22379	1	290
M00967_43_000000000-A3JHG_1_2107_20036_8901	1	829
M00967_43_000000000-A3JHG_1_1110_17120_2261	1	1250
M00967_43_000000000-A3JHG_1_1103_14924_11065	5	915
M00967_43_000000000-A3JHG_1_2101_25926_20983	1	835
M00967_43_000000000-A3JHG_1_1113_8736_14489	1	209
M00967_43_000000000-A3JHG_1_1112_24562_22415	1	35
M00967_43_000000000-A3JHG_1_1105_9958_23602	11	908
M00967_43_000000000-A3JHG_1_2102_23851_9727	1	52
M00967_43_000000000-A3JHG_1_1114_23881_16039	1	167
M00967_43_000000000-A3JHG_1_2106_5672_16731	1	14
M00967_43_000000000-A3JHG_1_1114_22344_23565	1	6
M00967_43_000000000-A3JHG_1_1109_6094_20557	1	469
M00967_43_000000000-A3JHG_1_1110_14670_28007	3	16
M00967_43_000000000-A3JHG_1_2112_23417_17543	1	847
M00967_43_000000000-A3JHG_1_1102_11839_7014	1	67
M00967_43_000000000-A3JHG_1_2113_22690_7722	1	53
M00967_43_000000000-A3JHG_1_2111_16365_1730	1	0
M00967_43_000000000-A3JHG_1_2114_25826_15644	1	340
M00967_43_000000000-A3JHG_1_1102_10257_21196	1	1093
M00967_43_000000000-A3JHG_1_1113_9372_3141	1	197
M00967_43_000000000-A3JHG_1_1109_22930_19480	2	99
M00967_43_000000000-A3JHG_1_2106_10643_13495	1	152
M00967_43_000000000-A3JHG_1_1114_26245_7825	1	92
M00967_43_000000000-A3JHG_1_2101_5463_13703	1	80
M00967_43_000000000-A3JHG_1_2108_23580_15784	1	104
M00967_43_000000000-A3JHG_1_2107_17376_26178	1	1404
M00967_43_000000000-A3JHG_1_1113_20233_3814	1	66
M00967_43_000000000-A3JHG_1_1109_10203_4766	1	261
M00967_43_000000000-A3JHG_1_2111_19210_10554	1	833
M00967_43_000000000-A3JHG_1_1103_23963_16989	2	28
M00967_43_000000000-A3JHG_1_2114_20881_11357	1	235
M00967_43_000000000-A3JHG_1_1111_4311_21900	1	3
M00967_43_000000000-A3JHG_1_1108_19327_21095	1	113
M00967_43_000000000-A3JHG_1_1106_14860_11772	1	54
M00967_43_000000000-A3JHG_1_1114_15503_25321	1	105
M00967_43_000000000-A3JHG_1_2102_25507_23037	1	38
M00967_43_000000000-A3JHG_1_1107_9870_21111	1	55
M00967_43_000000000-A3JHG_1_2114_20464_9311	1	28
M00967_43_000000000-A3JHG_1_2109_25308_17126	1	1
M00967_43_000000000-A3JHG_1_1112_22554_23983	1	127
M00967_43_000000000-A3JHG_1_2103_19578_6645	8	92
M00967_43_000000000-A3JHG_1_2107_12784_4106	1	127
M00967_43_000000000-A3JHG_1_2103_18168_6355	40	1141
M00967_43_000000000-A3JHG_1_1102_15632_13472	2	995
M00967_43_000000000-A3JHG_1_2113_15045_24087	1	723
M00967_43_000000000-A3JHG_1_1114_27424_21536	1	293
M00967_43_000000000-A3JHG_1_2103_27626_8734	1	104
M00967_43_000000000-A3JHG_1_2107_19219_3457	1	1395
M00967_43_000000000-A3JHG_1_2114_12114_9859	1	96
M00967_43_000000000-A3JHG_1_2111_23210_25930	1	91
M00967_43_000000000-A3JHG_1_1105_15926_17385	1	84
M00967_43_000000000-A3JHG_1_1111_26285_23788	4	521
M00967_43_000000000-A3JHG_1_1113_24579_17641	1	171
M00967_43_000000000-A3JHG_1_1110_17196_17789	1	414
M00967_43_000000000-A3JHG_1_1102_6078_11791	18	32
M00967_43_000000000-A3JHG_1_2108_11040_14288	1	317
M00967_43_000000000-A3JHG_1_1106_11269_15101	1	26
M00967_43_000000000-A3JHG_1_2113_26791_15807	1	20
M00967_43_000000000-A3JHG_1_1106_24555_20879	1	100
M00967_43_000000000-A3JHG_1_1108_19615_10828	1	81
M00967_43_000000000-A3JHG_1_2114_18670_6176	1	59
M00967_43_000000000-A3JHG_1_1109_5150_9126	1	74
M00967_43_000000000-A3JHG_1_2113_11809_9131	1	216
M00967_43_000000000-A3JHG_1_2104_14149_20897	1	180
M00967_43_000000000-A3JHG_1_2109_13919_5359	5	990
M00967_43_000000000-A3JHG_1_1113_28801_19335	1	30
M00967_43_000000000-A3JHG_1_2113_25889_15944	25	78
M00967_43_000000000-A3JHG_1_2111_28455_13845	1	27
M00967_43_000000000-A3JHG_1_2107_25960_16221	1	1213
M00967_43_000000000-A3JHG_1_2109_22878_26752	1	963
M00967_43_000000000-A3JHG_1_1112_13777_27629	1	1053
M00967_43_000000000-A3JHG_1_2114_18278_17470	1	782
M00967_43_000000000-A3JHG_1_1111_23413_16118	1	57
M00967_43_000000000-A3JHG_1_1104_14416_9953	1	1123
M00967_43_000000000-A3JHG_1_1109_26048_13265	1	0
M00967_43_000000000-A3JHG_1_2111_17305_24657	2	183
M00967_43_000000000-A3JHG_1_1101_12723_12344	1	1289
M00967_43_000000000-A3JHG_1_1113_12229_10882	1	92
M00967_43_000000000-A3JHG_1_2111_11969_19407	1	107
M00967_43_000000000-A3JHG_1_1103_10708_4249	1	167
M00967_43_000000000-A3JHG_1_2104_5613_12440	1	51
M00967_43_000000000-A3JHG_1_1101_21800_21637	1	73
M00967_43_000000000-A3JHG_1_2111_10187_3938	1	15
M00967_43_000000000-A3JHG_1_2106_5096_11244	1	76
M00967_43_000000000-A3JHG_1_1105_4642_10232	1	1415
M00967_43_000000000-A3JHG_1_1103_11717_23034	3	68
M00967_43_000000000-A3JHG_1_2104_14691_23325	1	45
M00967_43_000000000-A3JHG_1_2107_8391_10841	1	29
M00967_43_000000000-A3JHG_1_1114_12966_9221	1	13
M00967_43_000000000-A3JHG_1_1104_13057_13852	1	81
M00967_43_000000000-A3JHG_1_1110_24627_17879	1	17
M00967_43_000000000-A3JHG_1_2112_20891_16402	1	182
M00967_43_000000000-A3JHG_1_1114_3176_16257	1	105
M00967_43_000000000-A3JHG_1_2111_13457_26501	2	984
M00967_43_000000000-A3JHG_1_1101_5946_16729	1	559
M00967_43_000000000-A3JHG_1_1102_16053_17848	1	984
M00967_43_000000000-A3JHG_1_1103_23742_6714	1	1259
M00967_43_000000000-A3JHG_1_2111_17067_13372	1	1408
M00967_43_000000000-A3JHG_1_2105_22564_6206	1	50
M00967_43_000000000-A3JHG_1_1110_6337_20809	1	907
M00967_43_000000000-A3JHG_1_1110_12940_26256	1	295
M00967_43_000000000-A3JHG_1_2108_14429_25693	1	0
M00967_43_000000000-A3JHG_1_1103_17043_13289	1	133
M00967_43_000000000-A3JHG_1_2111_7236_4794	1	1389
M00967_43_000000000-A3JHG_1_1114_22374_22397	1	105
M00967_43_000000000-A3JHG_1_1114_21783_9169	3	1027
M00967_43_000000000-A3JHG_1_2112_6392_10050	1	1
M00967_43_000000000-A3JHG_1_1113_23215_14377	1	222
M00967_43_000000000-A3JHG_1_2107_21066_14033	1	529
M00967_43_000000000-A3JHG_1_1109_24561_23714	1	17
M00967_43_000000000-A3JHG_1_2110_25503_19916	1	66
M00967_43_000000000-A3JHG_1_2101_6558_13657	1	787
M00967_43_000000000-A3JHG_1_2101_26715_17323	1	1090
M00967_43_000000000-A3JHG_1_1102_4817_10221	2	85
M00967_43_000000000-A3JHG_1_1102_4991_15834	1	796
M00967_43_000000000-A3JHG_1_2113_10686_8124	1	110
M00967_43_000000000-A3JHG_1_2114_28060_13140	1	29
M00967_43_000000000-A3JHG_1_1112_26348_14838	1	74
M00967_43_000000000-A3JHG_1_1110_11623_19121	1	47
M00967_43_000000000-A3JHG_1_2101_14983_19145	1	486
M00967_43_000000000-A3JHG_1_2113_26590_9194	1	1164
M00967_43_000000000-A3JHG_1_2103_4651_16722	1	1427
M00967_43_000000000-A3JHG_1_1101_27464_17897	1	2
M00967_43_000000000-A3JHG_1_2114_12255_22631	1	173
M00967_43_000000000-A3JHG_1_1102_28241_20004	1	469
