seq	abundance	similarity
M00967_43_000000000-A3JHG_1_2114_10170_8616	18	566
M00967_43_000000000-A3JHG_1_1113_12950_15714	5	20
M00967_43_000000000-A3JHG_1_1106_25979_21288	1	1131
M00967_43_000000000-A3JHG_1_1112_11432_16663	1	14
M00967_43_000000000-A3JHG_1_1106_8488_14513	1	1300
M00967_43_000000000-A3JHG_1_1102_10958_5797	1	32
M00967_43_000000000-A3JHG_1_1106_3005_18956	1	42
M00967_43_000000000-A3JHG_1_1110_22357_22877	1	1
M00967_43_000000000-A3JHG_1_2102_20055_23053	1	72
M00967_43_000000000-A3JHG_1_1113_4659_12375	1	690
M00967_43_000000000-A3JHG_1_1114_21751_11381	1	0
M00967_43_000000000-A3JHG_1_2110_9528_22785	1	110
M00967_43_000000000-A3JHG_1_2109_21442_9645	1	366
M00967_43_000000000-A3JHG_1_2101_17211_4069	1	1268
M00967_43_000000000-A3JHG_1_1103_13158_11264	1	32
M00967_43_000000000-A3JHG_1_1112_20310_24008	1	66
M00967_43_000000000-A3JHG_1_1103_18585_6221	1	129
M00967_43_000000000-A3JHG_1_2114_28239_18941	1	160
M00967_43_000000000-A3JHG_1_2108_25075_24375	2	385
M00967_43_000000000-A3JHG_1_1114_15313_25879	1	478
M00967_43_000000000-A3JHG_1_1105_14660_7903	1	17
M00967_43_000000000-A3JHG_1_2109_20599_19668	1	50
M00967_43_000000000-A3JHG_1_2101_21545_17847	1	38
M00967_43_000000000-A3JHG_1_1113_16486_26908	1	0
M00967_43_000000000-A3JHG_1_1109_28173_12975	2	52
M00967_43_000000000-A3JHG_1_1112_9032_19636	1	112
M00967_43_000000000-A3JHG_1_1114_10283_23684	1	170
M00967_43_000000000-A3JHG_1_1107_18662_2044	4	19
M00967_43_000000000-A3JHG_1_1114_16805_5513	1	1519
M00967_43_000000000-A3JHG_1_1102_18759_22050	1	38
M00967_43_000000000-A3JHG_1_2111_25683_23897	1	623
M00967_43_000000000-A3JHG_1_2107_24765_21465	1	1398
M00967_43_000000000-A3JHG_1_1108_21262_25806	1	294
M00967_43_000000000-A3JHG_1_1105_4013_8572	1	75
M00967_43_000000000-A3JHG_1_1106_23810_20644	1	97
M00967_43_000000000-A3JHG_1_2102_6922_9492	1	229
M00967_43_000000000-A3JHG_1_2109_6040_14298	1	759
M00967_43_000000000-A3JHG_1_2101_10529_14733	1	22
M00967_43_000000000-A3JHG_1_2105_11950_10113	1	80
M00967_43_000000000-A3JHG_1_1101_7506_17536	1023	54
M00967_43_000000000-A3JHG_1_1114_7737_21687	1	916
M00967_43_000000000-A3JHG_1_1109_24863_11386	1	1544
M00967_43_000000000-A3JHG_1_2107_19215_11037	1	25
M00967_43_000000000-A3JHG_1_2104_21006_8560	1	105
M00967_43_000000000-A3JHG_1_1103_5932_9189	1	1250
M00967_43_000000000-A3JHG_1_1101_16366_25794	1	104
M00967_43_000000000-A3JHG_1_1101_17155_7037	1	116
M00967_43_000000000-A3JHG_1_1108_17746_4065	1	42
M00967_43_000000000-A3JHG_1_1111_11187_12600	1	113
M00967_43_000000000-A3JHG_1_2111_27030_9017	1	777
M00967_43_000000000-A3JHG_1_1109_26900_21344	2	550
M00967_43_000000000-A3JHG_1_2105_19269_25486	1	955
M00967_43_000000000-A3JHG_1_2102_23017_4311	1	258
M00967_43_000000000-A3JHG_1_1101_20593_6618	2955	85
M00967_43_000000000-A3JHG_1_2106_21836_5012	1	30
M00967_43_000000000-A3JHG_1_1108_1915_15282	1	986
M00967_43_000000000-A3JHG_1_2109_17312_12862	1	16
M00967_43_000000000-A3JHG_1_2103_12175_26424	1	45
M00967_43_000000000-A3JHG_1_1114_13685_10514	1	64
M00967_43_000000000-A3JHG_1_1101_15217_17568	1	779
M00967_43_000000000-A3JHG_1_1104_12648_19551	1	112
M00967_43_000000000-A3JHG_1_2102_12118_20677	1	1304
M00967_43_000000000-A3JHG_1_2102_9019_15362	1	32
M00967_43_000000000-A3JHG_1_1108_9603_20600	2	59
M00967_43_000000000-A3JHG_1_1112_18343_7017	1	95
M00967_43_000000000-A3JHG_1_1114_19558_10446	1	27
M00967_43_000000000-A3JHG_1_2102_5636_11938	1	41
M00967_43_000000000-A3JHG_1_1113_12802_6922	1	19
M00967_43_000000000-A3JHG_1_2111_22405_22464	1	55
M00967_43_000000000-A3JHG_1_1103_10239_26490	1	662
M00967_43_000000000-A3JHG_1_2101_14591_6287	1	62
M00967_43_000000000-A3JHG_1_2104_20492_6275	1	702
M00967_43_000000000-A3JHG_1_2102_18661_20331	1	93
M00967_43_000000000-A3JHG_1_2109_14785_24434	1	7
M00967_43_000000000-A3JHG_1_2112_13307_13692	1	566
M00967_43_000000000-A3JHG_1_1111_14055_12802	1	36
M00967_43_000000000-A3JHG_1_1108_27417_8195	1	50
M00967_43_000000000-A3JHG_1_2103_7549_15604	1	1056
M00967_43_000000000-A3JHG_1_2101_17405_14654	1	50
M00967_43_000000000-A3JHG_1_1109_1876_13851	1	104
M00967_43_000000000-A3JHG_1_1108_7673_24205	1	5
M00967_43_000000000-A3JHG_1_1114_13719_2827	4	46
M00967_43_000000000-A3JHG_1_2108_17284_3427	1	146
M00967_43_000000000-A3JHG_1_1107_4344_17464	1	17
M00967_43_000000000-A3JHG_1_2102_24740_16142	1	3
M00967_43_000000000-A3JHG_1_1109_25695_5700	8	174
M00967_43_000000000-A3JHG_1_1104_23921_9990	1	92
M00967_43_000000000-A3JHG_1_1101_26095_14276	1	28
M00967_43_000000000-A3JHG_1_2104_20723_26813	1	138
M00967_43_000000000-A3JHG_1_2111_21234_19303	1	46
M00967_43_000000000-A3JHG_1_2114_20167_16075	1	42
M00967_43_000000000-A3JHG_1_1106_6680_9104	1	61
M00967_43_000000000-A3JHG_1_2102_11790_22694	1	196
M00967_43_000000000-A3JHG_1_1111_12711_16886	1	1441
M00967_43_000000000-A3JHG_1_1108_21359_15917	1	966
M00967_43_000000000-A3JHG_1_1104_19580_22006	1	78
M00967_43_000000000-A3JHG_1_2113_20774_13304	1	108
M00967_43_000000000-A3JHG_1_2103_26746_22714	1	97
M00967_43_000000000-A3JHG_1_1113_6556_22579	1	240
M00967_43_000000000-A3JHG_1_1102_22799_26518	1	955
M00967_43_000000000-A3JHG_1_2114_21721_19241	14	81
M00967_43_000000000-A3JHG_1_1104_13663_10565	1	774
M00967_43_000000000-A3JHG_1_2113_13484_18964	1	72
M00967_43_000000000-A3JHG_1_1102_20821_21374	243	8
M00967_43_000000000-A3JHG_1_2107_27198_9788	1	1425
M00967_43_000000000-A3JHG_1_2113_22604_12921	1	157
M00967_43_000000000-A3JHG_1_2112_9341_24315	1	1408
M00967_43_000000000-A3JHG_1_2104_9247_18266	1	73
M00967_43_000000000-A3JHG_1_2101_21823_7686	1	134
M00967_43_000000000-A3JHG_1_2112_25279_19111	6	31
M00967_43_000000000-A3JHG_1_1111_17572_24754	24	47
M00967_43_000000000-A3JHG_1_2102_15133_21926	1	32
M00967_43_000000000-A3JHG_1_1105_15072_8075	6	1089
M00967_43_000000000-A3JHG_1_1104_25576_22321	1	1510
M00967_43_000000000-A3JHG_1_2104_9992_13245	1	32
M00967_43_000000000-A3JHG_1_2109_26875_13721	1	731
M00967_43_000000000-A3JHG_1_1112_8147_9282	1	61
M00967_43_000000000-A3JHG_1_1112_15603_26858	1	115
M00967_43_000000000-A3JHG_1_1104_7366_7146	1	41
M00967_43_000000000-A3JHG_1_1109_26877_9609	1	98
M00967_43_000000000-A3JHG_1_1107_12834_25544	1	1221
M00967_43_000000000-A3JHG_1_2108_19296_12958	1	240
M00967_43_000000000-A3JHG_1_2110_20089_16851	3	34
M00967_43_000000000-A3JHG_1_2104_22784_25724	1	21
M00967_43_000000000-A3JHG_1_1107_8866_23392	1	774
M00967_43_000000000-A3JHG_1_2105_28240_15410	1	73
M00967_43_000000000-A3JHG_1_1107_15101_14797	1	256
M00967_43_000000000-A3JHG_1_1114_28116_19144	1	78
M00967_43_000000000-A3JHG_1_1108_25793_6615	1	9
M00967_43_000000000-A3JHG_1_1104_14828_12097	1	180
M00967_43_000000000-A3JHG_1_2110_20534_24669	1	163
M00967_43_000000000-A3JHG_1_1111_16281_16447	68	1017
M00967_43_000000000-A3JHG_1_1106_21422_8270	1	108
M00967_43_000000000-A3JHG_1_1111_5164_9173	1	15
M00967_43_000000000-A3JHG_1_1113_21769_23886	1	235
M00967_43_000000000-A3JHG_1_1104_9203_19395	2	1
M00967_43_000000000-A3JHG_1_2112_26969_15672	1	98
M00967_43_000000000-A3JHG_1_1103_11553_16188	1	326
M00967_43_000000000-A3JHG_1_1102_19206_19278	1	78
M00967_43_000000000-A3JHG_1_2106_27513_20746	1	1513
M00967_43_000000000-A3JHG_1_1108_26317_7775	1	60
M00967_43_000000000-A3JHG_1_2105_15696_6740	1	1119
M00967_43_000000000-A3JHG_1_1102_11312_26231	1	1399
M00967_43_000000000-A3JHG_1_2114_14664_12582	1	42
M00967_43_000000000-A3JHG_1_1101_11072_7436	7230	78
M00967_43_000000000-A3JHG_1_1111_29241_14042	1	601
M00967_43_000000000-A3JHG_1_2114_28258_12115	1	52
M00967_43_000000000-A3JHG_1_2109_18978_6385	1	193
M00967_43_000000000-A3JHG_1_1109_18576_24116	2	41
M00967_43_000000000-A3JHG_1_1111_2244_12694	1	711
M00967_43_000000000-A3JHG_1_1102_12871_6272	1	45
M00967_43_000000000-A3JHG_1_1112_6291_8378	1	1418
M00967_43_000000000-A3JHG_1_1113_11874_6784	1	239
M00967_43_000000000-A3JHG_1_1104_21009_17859	1	148
M00967_43_000000000-A3JHG_1_1113_27779_16044	1	92
M00967_43_000000000-A3JHG_1_1109_13777_25082	17	80
M00967_43_000000000-A3JHG_1_2106_24611_16894	1	1441
M00967_43_000000000-A3JHG_1_2104_13468_26064	1	1391
M00967_43_000000000-A3JHG_1_1108_17556_9358	1	1419
M00967_43_000000000-A3JHG_1_1109_21085_10738	1	385
M00967_43_000000000-A3JHG_1_1114_19494_13381	1	983
M00967_43_000000000-A3JHG_1_2106_17102_4744	2	272
M00967_43_000000000-A3JHG_1_2109_24452_17117	1	57
M00967_43_000000000-A3JHG_1_2105_18175_19594	1	454
M00967_43_000000000-A3JHG_1_1106_29334_14457	1	44
M00967_43_000000000-A3JHG_1_2106_26453_9567	1	485
M00967_43_000000000-A3JHG_1_2105_22662_16038	1	157
M00967_43_000000000-A3JHG_1_2111_21989_14515	1	101
M00967_43_000000000-A3JHG_1_2105_4257_8673	2	1240
M00967_43_000000000-A3JHG_1_2101_10569_12088	1	834
M00967_43_000000000-A3JHG_1_2104_16867_24875	1	550
M00967_43_000000000-A3JHG_1_2103_14453_27327	1	224
M00967_43_000000000-A3JHG_1_1109_20703_24297	1	1137
M00967_43_000000000-A3JHG_1_1102_20985_16867	1	261
M00967_43_000000000-A3JHG_1_1112_16183_2662	1	59
M00967_43_000000000-A3JHG_1_1113_12957_25996	1	72
M00967_43_000000000-A3JHG_1_1101_22582_18090	2	204
M00967_43_000000000-A3JHG_1_2107_15851_9572	2	72
M00967_43_000000000-A3JHG_1_2106_25337_11987	1	33
M00967_43_000000000-A3JHG_1_2103_22059_6564	1	30
M00967_43_000000000-A3JHG_1_1102_19061_10944	1	1442
M00967_43_000000000-A3JHG_1_2114_21538_17102	1	24
M00967_43_000000000-A3JHG_1_1101_29205_15674	1	111
M00967_43_000000000-A3JHG_1_1104_17964_5399	1	0
M00967_43_000000000-A3JHG_1_1114_13199_21191	1	919
M00967_43_000000000-A3JHG_1_1108_12227_19447	1	306
M00967_43_000000000-A3JHG_1_1102_23019_15972	1	446
M00967_43_000000000-A3JHG_1_2108_10246_9727	1	195
M00967_43_000000000-A3JHG_1_1108_14290_27428	1	843
M00967_43_000000000-A3JHG_1_2109_11669_24171	3	100
M00967_43_000000000-A3JHG_1_1112_9053_25449	1	39
M00967_43_000000000-A3JHG_1_2113_18416_17033	1	1262
M00967_43_000000000-A3JHG_1_1108_7076_21995	72	1089
M00967_43_000000000-A3JHG_1_1110_23693_16490	1	108
M00967_43_000000000-A3JHG_1_2101_12681_25727	1	1511
M00967_43_000000000-A3JHG_1_1114_24316_23438	1	64
M00967_43_000000000-A3JHG_1_1103_25815_16622	3	27
M00967_43_000000000-A3JHG_1_2108_10911_3575	2	471
M00967_43_000000000-A3JHG_1_2113_4570_12307	1	48
M00967_43_000000000-A3JHG_1_2112_23180_10765	1	1420
M00967_43_000000000-A3JHG_1_1113_20234_25742	1	53
M00967_43_000000000-A3JHG_1_2104_22506_21757	1	85
M00967_43_000000000-A3JHG_1_1108_15267_22096	1	35
M00967_43_000000000-A3JHG_1_2113_20986_25305	2	141
M00967_43_000000000-A3JHG_1_1107_19055_28101	4	29
M00967_43_000000000-A3JHG_1_2113_21452_27214	1	195
M00967_43_000000000-A3JHG_1_2106_16148_7025	2	1414
M00967_43_000000000-A3JHG_1_2111_8448_18543	1	787
M00967_43_000000000-A3JHG_1_2106_4686_23496	1	476
M00967_43_000000000-A3JHG_1_1101_12943_16162	1	196
M00967_43_000000000-A3JHG_1_1111_14197_13606	1	57
M00967_43_000000000-A3JHG_1_1101_16576_8043	1	92
M00967_43_000000000-A3JHG_1_2107_17010_21833	50	1434
M00967_43_000000000-A3JHG_1_1113_28717_10343	1	108
M00967_43_000000000-A3JHG_1_1104_21881_13416	1	220
M00967_43_000000000-A3JHG_1_1108_15599_17509	1	12
M00967_43_000000000-A3JHG_1_1101_15837_1554	4959	99
M00967_43_000000000-A3JHG_1_1103_11445_22406	1	98
M00967_43_000000000-A3JHG_1_1103_17537_16083	1	1114
M00967_43_000000000-A3JHG_1_2106_17117_12389	1	844
M00967_43_000000000-A3JHG_1_2113_9654_9184	1	4
M00967_43_000000000-A3JHG_1_1114_24958_22707	1	377
M00967_43_000000000-A3JHG_1_1114_23201_16600	1	22
M00967_43_000000000-A3JHG_1_2108_21358_13689	3	410
M00967_43_000000000-A3JHG_1_1108_14308_23301	1	954
M00967_43_000000000-A3JHG_1_1109_9624_13169	1	90
M00967_43_000000000-A3JHG_1_2114_22783_13956	1	77
M00967_43_000000000-A3JHG_1_1110_19153_16777	1	910
M00967_43_000000000-A3JHG_1_2103_17912_11474	1	73
M00967_43_000000000-A3JHG_1_2109_12165_3295	1	229
M00967_43_000000000-A3JHG_1_2107_23516_15507	1	637
M00967_43_000000000-A3JHG_1_1110_15121_3008	1	262
M00967_43_000000000-A3JHG_1_2113_17180_12579	2	3
M00967_43_000000000-A3JHG_1_1111_28344_14865	3	45
M00967_43_000000000-A3JHG_1_2113_10031_18090	1	774
M00967_43_000000000-A3JHG_1_1102_8626_18206	1	289
M00967_43_000000000-A3JHG_1_1110_22283_5771	1	14
M00967_43_000000000-A3JHG_1_2111_8774_10646	1	741
M00967_43_000000000-A3JHG_1_1106_19691_19125	1	954
M00967_43_000000000-A3JHG_1_2110_11796_8591	1	1281
M00967_43_000000000-A3JHG_1_2110_22139_9139	6	21
M00967_43_000000000-A3JHG_1_2114_15125_4747	1	322
M00967_43_000000000-A3JHG_1_1104_21469_18423	1	118
M00967_43_000000000-A3JHG_1_2101_18143_21437	1	267
M00967_43_000000000-A3JHG_1_1109_12676_21058	3	73
M00967_43_000000000-A3JHG_1_2101_12490_16948	1	102
M00967_43_000000000-A3JHG_1_2105_18040_12115	1	0
M00967_43_000000000-A3JHG_1_2108_8938_18820	1	396
M00967_43_000000000-A3JHG_1_2107_10773_13374	1	47
M00967_43_000000000-A3JHG_1_1114_16259_8838	1	644
M00967_43_000000000-A3JHG_1_1103_14001_20094	1	1214
M00967_43_000000000-A3JHG_1_1110_2275_14981	1	41
M00967_43_000000000-A3JHG_1_1109_10422_12788	1	986
M00967_43_000000000-A3JHG_1_1113_19213_5800	1	192
M00967_43_000000000-A3JHG_1_2107_22244_11493	1	236
M00967_43_000000000-A3JHG_1_1114_7230_25334	1	108
M00967_43_000000000-A3JHG_1_1113_12313_9831	1	179
M00967_43_000000000-A3JHG_1_2112_12233_21537	1	21
M00967_43_000000000-A3JHG_1_1112_16673_28539	1	1000
M00967_43_000000000-A3JHG_1_2105_27805_15907	2	86
M00967_43_000000000-A3JHG_1_2113_10986_10619	1	1392
M00967_43_000000000-A3JHG_1_1114_14400_8369	921	40
M00967_43_000000000-A3JHG_1_1101_17335_3406	709	238
M00967_43_000000000-A3JHG_1_1114_9375_17487	1	1448
M00967_43_000000000-A3JHG_1_2109_18186_24180	1	284
M00967_43_000000000-A3JHG_1_1109_12676_25841	1	9
M00967_43_000000000-A3JHG_1_2108_15227_27581	1	323
M00967_43_000000000-A3JHG_1_1108_16109_5045	1	1386
M00967_43_000000000-A3JHG_1_2105_14757_10147	1	468
M00967_43_000000000-A3JHG_1_1109_17774_1948	1	803
M00967_43_000000000-A3JHG_1_2112_28625_13639	1	101
M00967_43_000000000-A3JHG_1_1111_22511_12067	1	145
M00967_43_000000000-A3JHG_1_1109_13884_15211	2	234
M00967_43_000000000-A3JHG_1_1110_7805_20614	1	952
M00967_43_000000000-A3JHG_1_2108_18613_25292	1	37
M00967_43_000000000-A3JHG_1_1107_25721_24478	1	1086
M00967_43_000000000-A3JHG_1_2111_17434_1501	1	26
M00967_43_000000000-A3JHG_1_2104_10814_11293	1	7
M00967_43_000000000-A3JHG_1_2104_4967_14987	1	33
M00967_43_000000000-A3JHG_1_1114_20792_20447	3	1199
M00967_43_000000000-A3JHG_1_1107_29255_13716	1	9
M00967_43_000000000-A3JHG_1_2110_26213_23013	1	72
M00967_43_000000000-A3JHG_1_2113_11282_23115	1	76
M00967_43_000000000-A3JHG_1_1112_9344_19438	1	1051
M00967_43_000000000-A3JHG_1_1110_9674_11866	1	1
M00967_43_000000000-A3JHG_1_2104_15777_20037	1	8
M00967_43_000000000-A3JHG_1_1106_16863_20978	1	487
M00967_43_000000000-A3JHG_1_2114_20774_5073	1	33
M00967_43_000000000-A3JHG_1_1111_23176_26112	1	26
M00967_43_000000000-A3JHG_1_2114_3457_15983	1	1062
M00967_43_000000000-A3JHG_1_2110_22854_5300	1	750
M00967_43_000000000-A3JHG_1_2105_16858_13105	3	13
M00967_43_000000000-A3JHG_1_1110_17584_23463	1	21
M00967_43_000000000-A3JHG_1_2105_24040_11565	1	70
M00967_43_000000000-A3JHG_1_1106_14461_3041	1	7
M00967_43_000000000-A3JHG_1_1110_8516_25430	1	197
M00967_43_000000000-A3JHG_1_2112_18348_3033	1	98
M00967_43_000000000-A3JHG_1_1102_9885_2952	1	65
M00967_43_000000000-A3JHG_1_2101_13231_25731	1	829
M00967_43_000000000-A3JHG_1_2105_11008_21945	1	349
M00967_43_000000000-A3JHG_1_1106_6530_14395	2	601
M00967_43_000000000-A3JHG_1_2103_18973_23913	1	825
M00967_43_000000000-A3JHG_1_1107_24957_22052	2	236
M00967_43_000000000-A3JHG_1_2106_20871_13331	1	21
M00967_43_000000000-A3JHG_1_2109_18051_13328	3	161
M00967_43_000000000-A3JHG_1_2109_23659_20859	1	917
M00967_43_000000000-A3JHG_1_1103_12172_15274	1	200
M00967_43_000000000-A3JHG_1_1108_8388_20656	1	1411
M00967_43_000000000-A3JHG_1_2101_21564_19941	1	1
M00967_43_000000000-A3JHG_1_2103_21052_2884	1	825
M00967_43_000000000-A3JHG_1_1106_14621_8121	1	92
M00967_43_000000000-A3JHG_1_1102_21516_6140	1	1457
M00967_43_000000000-A3JHG_1_1110_10240_7688	1	2
M00967_43_000000000-A3JHG_1_1104_23119_19084	1	17
M00967_43_000000000-A3JHG_1_1111_6317_24602	1	139
M00967_43_000000000-A3JHG_1_1107_9552_13495	1	963
M00967_43_000000000-A3JHG_1_1110_26229_13054	1	493
M00967_43_000000000-A3JHG_1_1109_8144_14350	1	1451
M00967_43_000000000-A3JHG_1_2107_11529_21145	1	129
M00967_43_000000000-A3JHG_1_2108_8898_19089	1	764
M00967_43_000000000-A3JHG_1_1106_26638_7222	1	542
M00967_43_000000000-A3JHG_1_2101_15335_21891	1	245
M00967_43_000000000-A3JHG_1_1104_16829_12868	1	1518
M00967_43_000000000-A3JHG_1_1114_26292_11114	1	839
M00967_43_000000000-A3JHG_1_1103_29292_18211	1	25
M00967_43_000000000-A3JHG_1_2106_21980_9978	1	50
M00967_43_000000000-A3JHG_1_2112_22310_18514	1	278
M00967_43_000000000-A3JHG_1_2105_26465_20402	1	45
M00967_43_000000000-A3JHG_1_1107_9932_16841	1	57
M00967_43_000000000-A3JHG_1_2114_11582_2525	1	0
M00967_43_000000000-A3JHG_1_1105_19877_5682	1	81
M00967_43_000000000-A3JHG_1_1111_11511_22943	1	1422
M00967_43_000000000-A3JHG_1_1109_13738_9947	1	1418
M00967_43_000000000-A3JHG_1_1110_9081_25657	1	565
M00967_43_000000000-A3JHG_1_1101_27084_16100	1	63
M00967_43_000000000-A3JHG_1_2103_9431_22191	1	200
M00967_43_000000000-A3JHG_1_2106_17671_25995	1	0
M00967_43_000000000-A3JHG_1_1103_23157_3869	1	258
M00967_43_000000000-A3JHG_1_1110_23533_6186	1	471
M00967_43_000000000-A3JHG_1_1103_8836_5806	1	953
M00967_43_000000000-A3JHG_1_2114_14711_18697	1	256
M00967_43_000000000-A3JHG_1_2107_7139_15943	1	223
M00967_43_000000000-A3JHG_1_2108_13030_10344	1	1400
M00967_43_000000000-A3JHG_1_1110_27660_22041	1	469
M00967_43_000000000-A3JHG_1_1113_13511_11491	1	0
M00967_43_000000000-A3JHG_1_2105_11179_3001	2	831
M00967_43_000000000-A3JHG_1_2113_21926_7723	1	25
M00967_43_000000000-A3JHG_1_2104_22323_11704	1	863
M00967_43_000000000-A3JHG_1_1103_14892_1641	1	656
M00967_43_000000000-A3JHG_1_1110_11691_14516	1	985
M00967_43_000000000-A3JHG_1_2105_28472_17384	1	15
M00967_43_000000000-A3JHG_1_2107_9930_8839	1	135
M00967_43_000000000-A3JHG_1_1112_10810_11889	1	701
M00967_43_000000000-A3JHG_1_2102_15111_20619	1	2
M00967_43_000000000-A3JHG_1_1104_26511_11389	1	469
M00967_43_000000000-A3JHG_1_1110_21148_17146	8	211
M00967_43_000000000-A3JHG_1_1106_16741_23470	1	98
M00967_43_000000000-A3JHG_1_1105_16053_23027	1	18
M00967_43_000000000-A3JHG_1_2114_24093_24223	1	97
M00967_43_000000000-A3JHG_1_1106_24842_17142	1	128
M00967_43_000000000-A3JHG_1_2106_11571_10987	1	1170
M00967_43_000000000-A3JHG_1_2107_16760_3928	1	1249
M00967_43_000000000-A3JHG_1_2111_15720_29081	1	45
M00967_43_000000000-A3JHG_1_1111_26614_9012	28	550
M00967_43_000000000-A3JHG_1_2101_22586_3338	1	1132
M00967_43_000000000-A3JHG_1_1107_6191_9336	1	1275
M00967_43_000000000-A3JHG_1_2114_21550_7536	1	471
M00967_43_000000000-A3JHG_1_2114_12188_5218	1	29
M00967_43_000000000-A3JHG_1_1111_18922_4888	1	54
M00967_43_000000000-A3JHG_1_1101_7830_9393	1	1447
M00967_43_000000000-A3JHG_1_2105_18472_23974	1	125
M00967_43_000000000-A3JHG_1_1102_24196_26071	1	1138
M00967_43_000000000-A3JHG_1_2101_18548_23214	7	995
M00967_43_000000000-A3JHG_1_1101_15219_8161	1	17
M00967_43_000000000-A3JHG_1_1105_19414_10385	1	20
M00967_43_000000000-A3JHG_1_1114_14215_2068	1	23
M00967_43_000000000-A3JHG_1_1112_21718_6368	1	1157
M00967_43_000000000-A3JHG_1_1114_11767_9817	1	122
M00967_43_000000000-A3JHG_1_2108_20527_13287	1	17
M00967_43_000000000-A3JHG_1_1104_21616_3037	1	40
M00967_43_000000000-A3JHG_1_1111_12205_13993	1	68
M00967_43_000000000-A3JHG_1_1107_20632_3680	1	242
M00967_43_000000000-A3JHG_1_1106_24148_8228	1	52
M00967_43_000000000-A3JHG_1_1105_22358_26012	1	233
M00967_43_000000000-A3JHG_1_1110_7544_9834	1	121
M00967_43_000000000-A3JHG_1_1105_13534_4878	1	147
M00967_43_000000000-A3JHG_1_1101_14451_13497	1	167
M00967_43_000000000-A3JHG_1_1110_19288_12638	1	16
M00967_43_000000000-A3JHG_1_1111_21339_20200	1	65
M00967_43_000000000-A3JHG_1_2104_29316_17513	1	159
M00967_43_000000000-A3JHG_1_1106_13213_20549	1	66
M00967_43_000000000-A3JHG_1_2114_6661_13772	1	75
M00967_43_000000000-A3JHG_1_1106_28698_12913	1	1062
M00967_43_000000000-A3JHG_1_1111_27131_22593	1	66
M00967_43_000000000-A3JHG_1_1114_5139_10506	1	219
M00967_43_000000000-A3JHG_1_1107_18697_24666	1	161
M00967_43_000000000-A3JHG_1_2112_13754_22234	1	22
M00967_43_000000000-A3JHG_1_1112_24949_12029	1	1283
M00967_43_000000000-A3JHG_1_2103_24138_14883	1	1123
M00967_43_000000000-A3JHG_1_2101_8565_19204	1	102
M00967_43_000000000-A3JHG_1_2113_22501_19616	1	80
M00967_43_000000000-A3JHG_1_2104_9705_24094	1	63
M00967_43_000000000-A3JHG_1_1105_16592_25285	2	483
M00967_43_000000000-A3JHG_1_1112_7974_23097	3	567
M00967_43_000000000-A3JHG_1_1102_11233_9428	1	74
M00967_43_000000000-A3JHG_1_1105_23986_21377	1	74
M00967_43_000000000-A3JHG_1_1113_20296_22815	1	133
M00967_43_000000000-A3JHG_1_1107_19181_20279	1	193
M00967_43_000000000-A3JHG_1_1112_15991_26949	1	254
M00967_43_000000000-A3JHG_1_1110_19584_11678	1	825
M00967_43_000000000-A3JHG_1_1111_15312_18978	1	118
M00967_43_000000000-A3JHG_1_2105_14039_8910	4	50
M00967_43_000000000-A3JHG_1_2112_14987_7911	1	550
M00967_43_000000000-A3JHG_1_1108_25997_8337	1	351
M00967_43_000000000-A3JHG_1_2106_26902_19771	35	276
M00967_43_000000000-A3JHG_1_1101_18081_24231	1	85
M00967_43_000000000-A3JHG_1_1112_14104_17970	1	41
M00967_43_000000000-A3JHG_1_1106_22781_3343	1	71
M00967_43_000000000-A3JHG_1_1114_25011_21976	1	37
M00967_43_000000000-A3JHG_1_2111_3331_11614	1	1392
M00967_43_000000000-A3JHG_1_1102_5495_11305	1	29
M00967_43_000000000-A3JHG_1_1101_6016_20182	1	77
M00967_43_000000000-A3JHG_1_2101_26578_22529	2	69
M00967_43_000000000-A3JHG_1_1111_21439_10692	4	10
M00967_43_000000000-A3JHG_1_2108_21001_17786	1	769
M00967_43_000000000-A3JHG_1_2111_11275_14437	1	0
M00967_43_000000000-A3JHG_1_2107_27782_10936	1	1417
M00967_43_000000000-A3JHG_1_1103_12027_9655	1	73
M00967_43_000000000-A3JHG_1_2104_4785_13784	1	83
M00967_43_000000000-A3JHG_1_1108_14717_21804	1	1280
M00967_43_000000000-A3JHG_1_1103_10135_26065	1	367
M00967_43_000000000-A3JHG_1_1111_11691_23179	1	10
M00967_43_000000000-A3JHG_1_1108_23973_22745	1	261
M00967_43_000000000-A3JHG_1_1108_24917_20285	1	39
M00967_43_000000000-A3JHG_1_1103_22671_10109	2	1089
M00967_43_000000000-A3JHG_1_2101_16983_18903	1	192
M00967_43_000000000-A3JHG_1_2113_23157_13559	1	1150
M00967_43_000000000-A3JHG_1_2113_5016_16166	1	332
M00967_43_000000000-A3JHG_1_1114_12202_7719	1	1426
M00967_43_000000000-A3JHG_1_1102_13648_18918	1	65
M00967_43_000000000-A3JHG_1_1101_15210_22364	1	106
M00967_43_000000000-A3JHG_1_2103_7709_23417	1	1006
M00967_43_000000000-A3JHG_1_2102_10673_7677	1	269
M00967_43_000000000-A3JHG_1_1114_7798_17094	1	85
M00967_43_000000000-A3JHG_1_2101_11469_14700	2	33
M00967_43_000000000-A3JHG_1_2109_10057_4301	1	555
M00967_43_000000000-A3JHG_1_1102_10664_11092	1	1388
M00967_43_000000000-A3JHG_1_1108_20467_9441	2	64
