dataset	seed	method	printref	fraction_mapped	sample_frac	ref_frac	ref_weight
human	5	closed	FALSE	0.879	0.5	0.5	abundance
human	6	closed	FALSE	0.88	0.5	0.5	abundance
human	7	closed	FALSE	0.88	0.5	0.5	abundance
human	8	closed	FALSE	0.881	0.5	0.5	abundance
human	9	closed	FALSE	0.881	0.5	0.5	abundance
human	10	closed	FALSE	0.881	0.5	0.5	abundance
human	11	closed	FALSE	0.879	0.5	0.5	abundance
human	12	closed	FALSE	0.88	0.5	0.5	abundance
human	13	closed	FALSE	0.88	0.5	0.5	abundance
human	14	closed	FALSE	0.88	0.5	0.5	abundance
human	15	closed	FALSE	0.881	0.5	0.5	abundance
human	16	closed	FALSE	0.881	0.5	0.5	abundance
human	17	closed	FALSE	0.882	0.5	0.5	abundance
human	18	closed	FALSE	0.881	0.5	0.5	abundance
human	19	closed	FALSE	0.88	0.5	0.5	abundance
human	20	closed	FALSE	0.88	0.5	0.5	abundance
human	1	closed	FALSE	0.597	0.5	0.5	distance
human	2	closed	FALSE	0.595	0.5	0.5	distance
human	3	closed	FALSE	0.593	0.5	0.5	distance
human	4	closed	FALSE	0.6	0.5	0.5	distance
human	5	closed	FALSE	0.595	0.5	0.5	distance
human	6	closed	FALSE	0.596	0.5	0.5	distance
human	7	closed	FALSE	0.593	0.5	0.5	distance
human	8	closed	FALSE	0.597	0.5	0.5	distance
human	9	closed	FALSE	0.596	0.5	0.5	distance
human	10	closed	FALSE	0.598	0.5	0.5	distance
human	11	closed	FALSE	0.596	0.5	0.5	distance
human	12	closed	FALSE	0.597	0.5	0.5	distance
human	13	closed	FALSE	0.597	0.5	0.5	distance
human	14	closed	FALSE	0.597	0.5	0.5	distance
human	15	closed	FALSE	0.595	0.5	0.5	distance
human	16	closed	FALSE	0.594	0.5	0.5	distance
human	17	closed	FALSE	0.596	0.5	0.5	distance
human	18	closed	FALSE	0.596	0.5	0.5	distance
human	19	closed	FALSE	0.595	0.5	0.5	distance
human	20	closed	FALSE	0.595	0.5	0.5	distance
marine	1	closed	FALSE	0.701	0.5	0.5	simple
marine	2	closed	FALSE	0.7	0.5	0.5	simple
marine	3	closed	FALSE	0.706	0.5	0.5	simple
marine	4	closed	FALSE	0.703	0.5	0.5	simple
marine	5	closed	FALSE	0.703	0.5	0.5	simple
marine	6	closed	FALSE	0.703	0.5	0.5	simple
marine	7	closed	FALSE	0.704	0.5	0.5	simple
marine	8	closed	FALSE	0.702	0.5	0.5	simple
marine	9	closed	FALSE	0.702	0.5	0.5	simple
marine	10	closed	FALSE	0.703	0.5	0.5	simple
marine	11	closed	FALSE	0.704	0.5	0.5	simple
marine	12	closed	FALSE	0.703	0.5	0.5	simple
marine	13	closed	FALSE	0.704	0.5	0.5	simple
marine	14	closed	FALSE	0.704	0.5	0.5	simple
marine	15	closed	FALSE	0.702	0.5	0.5	simple
marine	16	closed	FALSE	0.701	0.5	0.5	simple
marine	17	closed	FALSE	0.703	0.5	0.5	simple
marine	18	closed	FALSE	0.703	0.5	0.5	simple
marine	19	closed	FALSE	0.703	0.5	0.5	simple
marine	20	closed	FALSE	0.701	0.5	0.5	simple
marine	1	closed	FALSE	0.686	0.5	0.5	abundance
marine	2	closed	FALSE	0.683	0.5	0.5	abundance
marine	3	closed	FALSE	0.688	0.5	0.5	abundance
marine	4	closed	FALSE	0.685	0.5	0.5	abundance
marine	5	closed	FALSE	0.686	0.5	0.5	abundance
marine	6	closed	FALSE	0.687	0.5	0.5	abundance
marine	7	closed	FALSE	0.684	0.5	0.5	abundance
marine	8	closed	FALSE	0.686	0.5	0.5	abundance
marine	9	closed	FALSE	0.687	0.5	0.5	abundance
marine	10	closed	FALSE	0.687	0.5	0.5	abundance
marine	11	closed	FALSE	0.686	0.5	0.5	abundance
marine	12	closed	FALSE	0.686	0.5	0.5	abundance
marine	13	closed	FALSE	0.686	0.5	0.5	abundance
marine	14	closed	FALSE	0.687	0.5	0.5	abundance
marine	15	closed	FALSE	0.687	0.5	0.5	abundance
marine	16	closed	FALSE	0.684	0.5	0.5	abundance
marine	17	closed	FALSE	0.684	0.5	0.5	abundance
marine	18	closed	FALSE	0.684	0.5	0.5	abundance
marine	19	closed	FALSE	0.686	0.5	0.5	abundance
marine	20	closed	FALSE	0.686	0.5	0.5	abundance
marine	1	closed	FALSE	0.319	0.5	0.5	distance
marine	2	closed	FALSE	0.321	0.5	0.5	distance
marine	3	closed	FALSE	0.318	0.5	0.5	distance
marine	4	closed	FALSE	0.319	0.5	0.5	distance
marine	5	closed	FALSE	0.32	0.5	0.5	distance
marine	6	closed	FALSE	0.321	0.5	0.5	distance
marine	7	closed	FALSE	0.32	0.5	0.5	distance
marine	8	closed	FALSE	0.323	0.5	0.5	distance
marine	9	closed	FALSE	0.321	0.5	0.5	distance
marine	10	closed	FALSE	0.321	0.5	0.5	distance
marine	11	closed	FALSE	0.323	0.5	0.5	distance
marine	12	closed	FALSE	0.323	0.5	0.5	distance
marine	13	closed	FALSE	0.319	0.5	0.5	distance
marine	14	closed	FALSE	0.318	0.5	0.5	distance
marine	15	closed	FALSE	0.323	0.5	0.5	distance
marine	16	closed	FALSE	0.32	0.5	0.5	distance
marine	17	closed	FALSE	0.322	0.5	0.5	distance
marine	18	closed	FALSE	0.319	0.5	0.5	distance
marine	19	closed	FALSE	0.32	0.5	0.5	distance
marine	20	closed	FALSE	0.322	0.5	0.5	distance
mouse	1	closed	FALSE	0.918	0.5	0.5	simple
mouse	2	closed	FALSE	0.917	0.5	0.5	simple
mouse	3	closed	FALSE	0.919	0.5	0.5	simple
mouse	4	closed	FALSE	0.92	0.5	0.5	simple
mouse	5	closed	FALSE	0.922	0.5	0.5	simple
mouse	6	closed	FALSE	0.918	0.5	0.5	simple
mouse	7	closed	FALSE	0.92	0.5	0.5	simple
mouse	8	closed	FALSE	0.922	0.5	0.5	simple
mouse	9	closed	FALSE	0.919	0.5	0.5	simple
mouse	10	closed	FALSE	0.92	0.5	0.5	simple
mouse	11	closed	FALSE	0.918	0.5	0.5	simple
mouse	12	closed	FALSE	0.918	0.5	0.5	simple
mouse	13	closed	FALSE	0.917	0.5	0.5	simple
mouse	14	closed	FALSE	0.921	0.5	0.5	simple
mouse	15	closed	FALSE	0.918	0.5	0.5	simple
mouse	16	closed	FALSE	0.918	0.5	0.5	simple
mouse	17	closed	FALSE	0.92	0.5	0.5	simple
mouse	18	closed	FALSE	0.92	0.5	0.5	simple
mouse	19	closed	FALSE	0.92	0.5	0.5	simple
mouse	20	closed	FALSE	0.92	0.5	0.5	simple
mouse	1	closed	FALSE	0.904	0.5	0.5	abundance
mouse	2	closed	FALSE	0.905	0.5	0.5	abundance
mouse	3	closed	FALSE	0.908	0.5	0.5	abundance
mouse	4	closed	FALSE	0.909	0.5	0.5	abundance
mouse	5	closed	FALSE	0.903	0.5	0.5	abundance
mouse	6	closed	FALSE	0.906	0.5	0.5	abundance
mouse	7	closed	FALSE	0.907	0.5	0.5	abundance
mouse	8	closed	FALSE	0.904	0.5	0.5	abundance
mouse	9	closed	FALSE	0.905	0.5	0.5	abundance
mouse	10	closed	FALSE	0.906	0.5	0.5	abundance
mouse	11	closed	FALSE	0.906	0.5	0.5	abundance
mouse	12	closed	FALSE	0.904	0.5	0.5	abundance
mouse	13	closed	FALSE	0.904	0.5	0.5	abundance
mouse	14	closed	FALSE	0.905	0.5	0.5	abundance
mouse	15	closed	FALSE	0.904	0.5	0.5	abundance
mouse	16	closed	FALSE	0.904	0.5	0.5	abundance
mouse	17	closed	FALSE	0.908	0.5	0.5	abundance
mouse	18	closed	FALSE	0.907	0.5	0.5	abundance
mouse	19	closed	FALSE	0.907	0.5	0.5	abundance
mouse	20	closed	FALSE	0.905	0.5	0.5	abundance
mouse	1	closed	FALSE	0.695	0.5	0.5	distance
mouse	2	closed	FALSE	0.702	0.5	0.5	distance
mouse	3	closed	FALSE	0.697	0.5	0.5	distance
mouse	4	closed	FALSE	0.704	0.5	0.5	distance
mouse	5	closed	FALSE	0.701	0.5	0.5	distance
mouse	6	closed	FALSE	0.699	0.5	0.5	distance
mouse	7	closed	FALSE	0.696	0.5	0.5	distance
mouse	8	closed	FALSE	0.7	0.5	0.5	distance
mouse	9	closed	FALSE	0.698	0.5	0.5	distance
mouse	10	closed	FALSE	0.702	0.5	0.5	distance
mouse	11	closed	FALSE	0.703	0.5	0.5	distance
mouse	12	closed	FALSE	0.696	0.5	0.5	distance
mouse	13	closed	FALSE	0.702	0.5	0.5	distance
mouse	14	closed	FALSE	0.694	0.5	0.5	distance
mouse	15	closed	FALSE	0.7	0.5	0.5	distance
mouse	16	closed	FALSE	0.7	0.5	0.5	distance
mouse	17	closed	FALSE	0.701	0.5	0.5	distance
mouse	18	closed	FALSE	0.7	0.5	0.5	distance
mouse	19	closed	FALSE	0.703	0.5	0.5	distance
mouse	20	closed	FALSE	0.698	0.5	0.5	distance
soil	1	closed	FALSE	0.729	0.5	0.5	simple
soil	2	closed	FALSE	0.726	0.5	0.5	simple
soil	3	closed	FALSE	0.726	0.5	0.5	simple
soil	4	closed	FALSE	0.73	0.5	0.5	simple
soil	5	closed	FALSE	0.726	0.5	0.5	simple
soil	6	closed	FALSE	0.729	0.5	0.5	simple
soil	7	closed	FALSE	0.723	0.5	0.5	simple
soil	8	closed	FALSE	0.727	0.5	0.5	simple
soil	9	closed	FALSE	0.726	0.5	0.5	simple
soil	10	closed	FALSE	0.727	0.5	0.5	simple
soil	11	closed	FALSE	0.728	0.5	0.5	simple
soil	12	closed	FALSE	0.724	0.5	0.5	simple
soil	13	closed	FALSE	0.726	0.5	0.5	simple
soil	14	closed	FALSE	0.727	0.5	0.5	simple
soil	15	closed	FALSE	0.725	0.5	0.5	simple
soil	16	closed	FALSE	0.727	0.5	0.5	simple
soil	17	closed	FALSE	0.725	0.5	0.5	simple
soil	18	closed	FALSE	0.726	0.5	0.5	simple
soil	19	closed	FALSE	0.728	0.5	0.5	simple
soil	20	closed	FALSE	0.725	0.5	0.5	simple
soil	1	closed	FALSE	0.707	0.5	0.5	abundance
soil	2	closed	FALSE	0.704	0.5	0.5	abundance
soil	3	closed	FALSE	0.703	0.5	0.5	abundance
soil	4	closed	FALSE	0.704	0.5	0.5	abundance
soil	5	closed	FALSE	0.705	0.5	0.5	abundance
soil	6	closed	FALSE	0.705	0.5	0.5	abundance
soil	7	closed	FALSE	0.704	0.5	0.5	abundance
soil	8	closed	FALSE	0.704	0.5	0.5	abundance
soil	9	closed	FALSE	0.705	0.5	0.5	abundance
soil	10	closed	FALSE	0.705	0.5	0.5	abundance
soil	11	closed	FALSE	0.706	0.5	0.5	abundance
soil	12	closed	FALSE	0.708	0.5	0.5	abundance
soil	13	closed	FALSE	0.702	0.5	0.5	abundance
soil	14	closed	FALSE	0.703	0.5	0.5	abundance
soil	15	closed	FALSE	0.705	0.5	0.5	abundance
soil	16	closed	FALSE	0.706	0.5	0.5	abundance
soil	17	closed	FALSE	0.71	0.5	0.5	abundance
soil	18	closed	FALSE	0.703	0.5	0.5	abundance
soil	19	closed	FALSE	0.701	0.5	0.5	abundance
soil	20	closed	FALSE	0.704	0.5	0.5	abundance
soil	1	closed	FALSE	0.378	0.5	0.5	distance
soil	2	closed	FALSE	0.381	0.5	0.5	distance
soil	3	closed	FALSE	0.376	0.5	0.5	distance
soil	4	closed	FALSE	0.374	0.5	0.5	distance
soil	5	closed	FALSE	0.377	0.5	0.5	distance
soil	6	closed	FALSE	0.379	0.5	0.5	distance
soil	7	closed	FALSE	0.377	0.5	0.5	distance
soil	8	closed	FALSE	0.382	0.5	0.5	distance
soil	9	closed	FALSE	0.381	0.5	0.5	distance
soil	10	closed	FALSE	0.376	0.5	0.5	distance
soil	11	closed	FALSE	0.381	0.5	0.5	distance
soil	12	closed	FALSE	0.378	0.5	0.5	distance
soil	13	closed	FALSE	0.379	0.5	0.5	distance
soil	14	closed	FALSE	0.379	0.5	0.5	distance
soil	15	closed	FALSE	0.38	0.5	0.5	distance
soil	16	closed	FALSE	0.376	0.5	0.5	distance
soil	17	closed	FALSE	0.375	0.5	0.5	distance
soil	18	closed	FALSE	0.381	0.5	0.5	distance
soil	19	closed	FALSE	0.376	0.5	0.5	distance
soil	20	closed	FALSE	0.378	0.5	0.5	distance
human	1	closed	FALSE	0.904	0.4	0.6	simple
human	2	closed	FALSE	0.905	0.4	0.6	simple
human	3	closed	FALSE	0.906	0.4	0.6	simple
human	4	closed	FALSE	0.904	0.4	0.6	simple
human	5	closed	FALSE	0.904	0.4	0.6	simple
human	6	closed	FALSE	0.905	0.4	0.6	simple
human	7	closed	FALSE	0.905	0.4	0.6	simple
human	8	closed	FALSE	0.904	0.4	0.6	simple
human	9	closed	FALSE	0.905	0.4	0.6	simple
human	10	closed	FALSE	0.905	0.4	0.6	simple
human	11	closed	FALSE	0.905	0.4	0.6	simple
human	12	closed	FALSE	0.906	0.4	0.6	simple
human	13	closed	FALSE	0.906	0.4	0.6	simple
human	14	closed	FALSE	0.906	0.4	0.6	simple
human	15	closed	FALSE	0.906	0.4	0.6	simple
human	16	closed	FALSE	0.906	0.4	0.6	simple
human	17	closed	FALSE	0.904	0.4	0.6	simple
human	18	closed	FALSE	0.906	0.4	0.6	simple
human	19	closed	FALSE	0.906	0.4	0.6	simple
human	20	closed	FALSE	0.903	0.4	0.6	simple
human	1	closed	FALSE	0.894	0.4	0.6	abundance
human	2	closed	FALSE	0.894	0.4	0.6	abundance
human	3	closed	FALSE	0.893	0.4	0.6	abundance
human	4	closed	FALSE	0.892	0.4	0.6	abundance
human	5	closed	FALSE	0.894	0.4	0.6	abundance
human	6	closed	FALSE	0.893	0.4	0.6	abundance
human	7	closed	FALSE	0.893	0.4	0.6	abundance
human	8	closed	FALSE	0.893	0.4	0.6	abundance
human	9	closed	FALSE	0.892	0.4	0.6	abundance
human	10	closed	FALSE	0.893	0.4	0.6	abundance
human	11	closed	FALSE	0.893	0.4	0.6	abundance
human	12	closed	FALSE	0.894	0.4	0.6	abundance
human	13	closed	FALSE	0.895	0.4	0.6	abundance
human	14	closed	FALSE	0.893	0.4	0.6	abundance
human	15	closed	FALSE	0.895	0.4	0.6	abundance
human	16	closed	FALSE	0.894	0.4	0.6	abundance
human	17	closed	FALSE	0.892	0.4	0.6	abundance
human	18	closed	FALSE	0.892	0.4	0.6	abundance
human	19	closed	FALSE	0.894	0.4	0.6	abundance
human	20	closed	FALSE	0.892	0.4	0.6	abundance
human	1	closed	FALSE	0.59	0.4	0.6	distance
human	2	closed	FALSE	0.584	0.4	0.6	distance
human	3	closed	FALSE	0.586	0.4	0.6	distance
human	4	closed	FALSE	0.586	0.4	0.6	distance
human	5	closed	FALSE	0.582	0.4	0.6	distance
human	6	closed	FALSE	0.586	0.4	0.6	distance
human	7	closed	FALSE	0.584	0.4	0.6	distance
human	8	closed	FALSE	0.587	0.4	0.6	distance
human	9	closed	FALSE	0.587	0.4	0.6	distance
human	10	closed	FALSE	0.583	0.4	0.6	distance
human	11	closed	FALSE	0.584	0.4	0.6	distance
human	12	closed	FALSE	0.585	0.4	0.6	distance
human	13	closed	FALSE	0.585	0.4	0.6	distance
human	14	closed	FALSE	0.587	0.4	0.6	distance
human	15	closed	FALSE	0.589	0.4	0.6	distance
human	16	closed	FALSE	0.584	0.4	0.6	distance
human	17	closed	FALSE	0.587	0.4	0.6	distance
human	18	closed	FALSE	0.583	0.4	0.6	distance
human	19	closed	FALSE	0.584	0.4	0.6	distance
human	20	closed	FALSE	0.585	0.4	0.6	distance
marine	1	closed	FALSE	0.725	0.4	0.6	simple
marine	2	closed	FALSE	0.721	0.4	0.6	simple
marine	3	closed	FALSE	0.726	0.4	0.6	simple
marine	4	closed	FALSE	0.725	0.4	0.6	simple
marine	5	closed	FALSE	0.721	0.4	0.6	simple
marine	6	closed	FALSE	0.724	0.4	0.6	simple
marine	7	closed	FALSE	0.724	0.4	0.6	simple
marine	8	closed	FALSE	0.724	0.4	0.6	simple
marine	9	closed	FALSE	0.726	0.4	0.6	simple
marine	10	closed	FALSE	0.724	0.4	0.6	simple
marine	11	closed	FALSE	0.724	0.4	0.6	simple
marine	12	closed	FALSE	0.724	0.4	0.6	simple
marine	13	closed	FALSE	0.724	0.4	0.6	simple
marine	14	closed	FALSE	0.726	0.4	0.6	simple
marine	15	closed	FALSE	0.722	0.4	0.6	simple
marine	16	closed	FALSE	0.721	0.4	0.6	simple
marine	17	closed	FALSE	0.725	0.4	0.6	simple
marine	18	closed	FALSE	0.724	0.4	0.6	simple
marine	19	closed	FALSE	0.724	0.4	0.6	simple
marine	20	closed	FALSE	0.722	0.4	0.6	simple
marine	1	closed	FALSE	0.706	0.4	0.6	abundance
marine	2	closed	FALSE	0.706	0.4	0.6	abundance
marine	3	closed	FALSE	0.709	0.4	0.6	abundance
marine	4	closed	FALSE	0.706	0.4	0.6	abundance
marine	5	closed	FALSE	0.706	0.4	0.6	abundance
marine	6	closed	FALSE	0.705	0.4	0.6	abundance
marine	7	closed	FALSE	0.708	0.4	0.6	abundance
marine	8	closed	FALSE	0.707	0.4	0.6	abundance
marine	9	closed	FALSE	0.709	0.4	0.6	abundance
marine	10	closed	FALSE	0.709	0.4	0.6	abundance
marine	11	closed	FALSE	0.707	0.4	0.6	abundance
marine	12	closed	FALSE	0.709	0.4	0.6	abundance
marine	13	closed	FALSE	0.708	0.4	0.6	abundance
marine	14	closed	FALSE	0.706	0.4	0.6	abundance
marine	15	closed	FALSE	0.707	0.4	0.6	abundance
marine	16	closed	FALSE	0.708	0.4	0.6	abundance
marine	17	closed	FALSE	0.708	0.4	0.6	abundance
marine	18	closed	FALSE	0.707	0.4	0.6	abundance
marine	19	closed	FALSE	0.708	0.4	0.6	abundance
marine	20	closed	FALSE	0.708	0.4	0.6	abundance
marine	1	closed	FALSE	0.286	0.4	0.6	distance
marine	2	closed	FALSE	0.289	0.4	0.6	distance
marine	3	closed	FALSE	0.288	0.4	0.6	distance
marine	4	closed	FALSE	0.291	0.4	0.6	distance
marine	5	closed	FALSE	0.287	0.4	0.6	distance
marine	6	closed	FALSE	0.287	0.4	0.6	distance
marine	7	closed	FALSE	0.287	0.4	0.6	distance
marine	8	closed	FALSE	0.286	0.4	0.6	distance
marine	9	closed	FALSE	0.288	0.4	0.6	distance
marine	10	closed	FALSE	0.291	0.4	0.6	distance
marine	11	closed	FALSE	0.289	0.4	0.6	distance
marine	12	closed	FALSE	0.289	0.4	0.6	distance
marine	13	closed	FALSE	0.285	0.4	0.6	distance
marine	14	closed	FALSE	0.29	0.4	0.6	distance
marine	15	closed	FALSE	0.287	0.4	0.6	distance
marine	16	closed	FALSE	0.288	0.4	0.6	distance
marine	17	closed	FALSE	0.287	0.4	0.6	distance
marine	18	closed	FALSE	0.289	0.4	0.6	distance
marine	19	closed	FALSE	0.287	0.4	0.6	distance
marine	20	closed	FALSE	0.287	0.4	0.6	distance
mouse	1	closed	FALSE	0.926	0.4	0.6	simple
mouse	2	closed	FALSE	0.929	0.4	0.6	simple
mouse	3	closed	FALSE	0.93	0.4	0.6	simple
mouse	4	closed	FALSE	0.929	0.4	0.6	simple
mouse	5	closed	FALSE	0.93	0.4	0.6	simple
mouse	6	closed	FALSE	0.926	0.4	0.6	simple
mouse	7	closed	FALSE	0.928	0.4	0.6	simple
mouse	8	closed	FALSE	0.931	0.4	0.6	simple
mouse	9	closed	FALSE	0.928	0.4	0.6	simple
mouse	10	closed	FALSE	0.93	0.4	0.6	simple
mouse	11	closed	FALSE	0.929	0.4	0.6	simple
mouse	12	closed	FALSE	0.928	0.4	0.6	simple
mouse	13	closed	FALSE	0.924	0.4	0.6	simple
mouse	14	closed	FALSE	0.928	0.4	0.6	simple
mouse	15	closed	FALSE	0.928	0.4	0.6	simple
mouse	16	closed	FALSE	0.928	0.4	0.6	simple
mouse	17	closed	FALSE	0.93	0.4	0.6	simple
mouse	18	closed	FALSE	0.93	0.4	0.6	simple
mouse	19	closed	FALSE	0.929	0.4	0.6	simple
mouse	20	closed	FALSE	0.927	0.4	0.6	simple
mouse	1	closed	FALSE	0.919	0.4	0.6	abundance
mouse	2	closed	FALSE	0.915	0.4	0.6	abundance
mouse	3	closed	FALSE	0.916	0.4	0.6	abundance
mouse	4	closed	FALSE	0.915	0.4	0.6	abundance
mouse	5	closed	FALSE	0.916	0.4	0.6	abundance
mouse	6	closed	FALSE	0.913	0.4	0.6	abundance
mouse	7	closed	FALSE	0.915	0.4	0.6	abundance
mouse	8	closed	FALSE	0.916	0.4	0.6	abundance
mouse	9	closed	FALSE	0.914	0.4	0.6	abundance
mouse	10	closed	FALSE	0.915	0.4	0.6	abundance
mouse	11	closed	FALSE	0.918	0.4	0.6	abundance
mouse	12	closed	FALSE	0.916	0.4	0.6	abundance
mouse	13	closed	FALSE	0.915	0.4	0.6	abundance
mouse	14	closed	FALSE	0.917	0.4	0.6	abundance
mouse	15	closed	FALSE	0.913	0.4	0.6	abundance
mouse	16	closed	FALSE	0.915	0.4	0.6	abundance
mouse	17	closed	FALSE	0.914	0.4	0.6	abundance
mouse	18	closed	FALSE	0.917	0.4	0.6	abundance
mouse	19	closed	FALSE	0.919	0.4	0.6	abundance
mouse	20	closed	FALSE	0.919	0.4	0.6	abundance
mouse	1	closed	FALSE	0.687	0.4	0.6	distance
mouse	2	closed	FALSE	0.686	0.4	0.6	distance
mouse	3	closed	FALSE	0.683	0.4	0.6	distance
mouse	4	closed	FALSE	0.688	0.4	0.6	distance
mouse	5	closed	FALSE	0.687	0.4	0.6	distance
mouse	6	closed	FALSE	0.687	0.4	0.6	distance
mouse	7	closed	FALSE	0.682	0.4	0.6	distance
mouse	8	closed	FALSE	0.687	0.4	0.6	distance
mouse	9	closed	FALSE	0.69	0.4	0.6	distance
mouse	10	closed	FALSE	0.686	0.4	0.6	distance
mouse	11	closed	FALSE	0.689	0.4	0.6	distance
mouse	12	closed	FALSE	0.684	0.4	0.6	distance
mouse	13	closed	FALSE	0.685	0.4	0.6	distance
mouse	14	closed	FALSE	0.686	0.4	0.6	distance
mouse	15	closed	FALSE	0.69	0.4	0.6	distance
mouse	16	closed	FALSE	0.679	0.4	0.6	distance
mouse	17	closed	FALSE	0.682	0.4	0.6	distance
mouse	18	closed	FALSE	0.686	0.4	0.6	distance
mouse	19	closed	FALSE	0.685	0.4	0.6	distance
mouse	20	closed	FALSE	0.684	0.4	0.6	distance
soil	1	closed	FALSE	0.745	0.4	0.6	simple
soil	2	closed	FALSE	0.743	0.4	0.6	simple
soil	3	closed	FALSE	0.743	0.4	0.6	simple
soil	4	closed	FALSE	0.748	0.4	0.6	simple
soil	5	closed	FALSE	0.744	0.4	0.6	simple
soil	6	closed	FALSE	0.745	0.4	0.6	simple
soil	7	closed	FALSE	0.739	0.4	0.6	simple
soil	8	closed	FALSE	0.745	0.4	0.6	simple
soil	9	closed	FALSE	0.744	0.4	0.6	simple
soil	10	closed	FALSE	0.744	0.4	0.6	simple
soil	11	closed	FALSE	0.745	0.4	0.6	simple
soil	12	closed	FALSE	0.742	0.4	0.6	simple
soil	13	closed	FALSE	0.744	0.4	0.6	simple
soil	14	closed	FALSE	0.743	0.4	0.6	simple
soil	15	closed	FALSE	0.744	0.4	0.6	simple
soil	16	closed	FALSE	0.745	0.4	0.6	simple
soil	17	closed	FALSE	0.743	0.4	0.6	simple
soil	18	closed	FALSE	0.743	0.4	0.6	simple
soil	19	closed	FALSE	0.746	0.4	0.6	simple
soil	20	closed	FALSE	0.742	0.4	0.6	simple
soil	1	closed	FALSE	0.726	0.4	0.6	abundance
soil	2	closed	FALSE	0.72	0.4	0.6	abundance
soil	3	closed	FALSE	0.724	0.4	0.6	abundance
soil	4	closed	FALSE	0.724	0.4	0.6	abundance
soil	5	closed	FALSE	0.725	0.4	0.6	abundance
soil	6	closed	FALSE	0.721	0.4	0.6	abundance
soil	7	closed	FALSE	0.722	0.4	0.6	abundance
soil	8	closed	FALSE	0.721	0.4	0.6	abundance
soil	9	closed	FALSE	0.724	0.4	0.6	abundance
soil	10	closed	FALSE	0.724	0.4	0.6	abundance
soil	11	closed	FALSE	0.722	0.4	0.6	abundance
soil	12	closed	FALSE	0.722	0.4	0.6	abundance
soil	13	closed	FALSE	0.721	0.4	0.6	abundance
soil	14	closed	FALSE	0.722	0.4	0.6	abundance
soil	15	closed	FALSE	0.722	0.4	0.6	abundance
soil	16	closed	FALSE	0.72	0.4	0.6	abundance
soil	17	closed	FALSE	0.725	0.4	0.6	abundance
soil	18	closed	FALSE	0.723	0.4	0.6	abundance
soil	19	closed	FALSE	0.722	0.4	0.6	abundance
soil	20	closed	FALSE	0.721	0.4	0.6	abundance
soil	1	closed	FALSE	0.34	0.4	0.6	distance
soil	2	closed	FALSE	0.34	0.4	0.6	distance
soil	3	closed	FALSE	0.338	0.4	0.6	distance
soil	4	closed	FALSE	0.34	0.4	0.6	distance
soil	5	closed	FALSE	0.337	0.4	0.6	distance
soil	6	closed	FALSE	0.342	0.4	0.6	distance
soil	7	closed	FALSE	0.339	0.4	0.6	distance
soil	8	closed	FALSE	0.34	0.4	0.6	distance
soil	9	closed	FALSE	0.34	0.4	0.6	distance
soil	10	closed	FALSE	0.342	0.4	0.6	distance
soil	11	closed	FALSE	0.34	0.4	0.6	distance
soil	12	closed	FALSE	0.34	0.4	0.6	distance
soil	13	closed	FALSE	0.346	0.4	0.6	distance
soil	14	closed	FALSE	0.339	0.4	0.6	distance
soil	15	closed	FALSE	0.34	0.4	0.6	distance
soil	16	closed	FALSE	0.34	0.4	0.6	distance
soil	17	closed	FALSE	0.34	0.4	0.6	distance
soil	18	closed	FALSE	0.341	0.4	0.6	distance
soil	19	closed	FALSE	0.339	0.4	0.6	distance
soil	20	closed	FALSE	0.34	0.4	0.6	distance
human	1	closed	FALSE	0.913	0.3	0.7	simple
human	2	closed	FALSE	0.914	0.3	0.7	simple
human	3	closed	FALSE	0.915	0.3	0.7	simple
human	4	closed	FALSE	0.913	0.3	0.7	simple
human	5	closed	FALSE	0.911	0.3	0.7	simple
human	6	closed	FALSE	0.915	0.3	0.7	simple
human	7	closed	FALSE	0.915	0.3	0.7	simple
human	8	closed	FALSE	0.914	0.3	0.7	simple
human	9	closed	FALSE	0.914	0.3	0.7	simple
human	10	closed	FALSE	0.914	0.3	0.7	simple
human	11	closed	FALSE	0.916	0.3	0.7	simple
human	12	closed	FALSE	0.916	0.3	0.7	simple
human	13	closed	FALSE	0.915	0.3	0.7	simple
human	14	closed	FALSE	0.915	0.3	0.7	simple
human	15	closed	FALSE	0.913	0.3	0.7	simple
human	16	closed	FALSE	0.914	0.3	0.7	simple
human	17	closed	FALSE	0.913	0.3	0.7	simple
human	18	closed	FALSE	0.915	0.3	0.7	simple
human	19	closed	FALSE	0.915	0.3	0.7	simple
human	20	closed	FALSE	0.912	0.3	0.7	simple
human	1	closed	FALSE	0.905	0.3	0.7	abundance
human	2	closed	FALSE	0.903	0.3	0.7	abundance
human	3	closed	FALSE	0.904	0.3	0.7	abundance
human	4	closed	FALSE	0.905	0.3	0.7	abundance
human	5	closed	FALSE	0.904	0.3	0.7	abundance
human	6	closed	FALSE	0.902	0.3	0.7	abundance
human	7	closed	FALSE	0.904	0.3	0.7	abundance
human	8	closed	FALSE	0.903	0.3	0.7	abundance
human	9	closed	FALSE	0.902	0.3	0.7	abundance
human	10	closed	FALSE	0.905	0.3	0.7	abundance
human	11	closed	FALSE	0.903	0.3	0.7	abundance
human	12	closed	FALSE	0.904	0.3	0.7	abundance
human	13	closed	FALSE	0.902	0.3	0.7	abundance
human	14	closed	FALSE	0.904	0.3	0.7	abundance
human	15	closed	FALSE	0.906	0.3	0.7	abundance
human	16	closed	FALSE	0.904	0.3	0.7	abundance
